anio_mundial,numero_partido,fecha,etapa,equipo_local,equipo_visitante,goles_local,goles_visitante,goles_local_et,goles_visit_et,penales_local,penales_visit
1982,9,1982-06-16,"1ra Ronda, Grupo D",Inglaterra,Francia,3,1,,,,
1982,10,1982-06-17,"1ra Ronda, Grupo D",Checoslovaquia,Kuwait,1,1,,,,
1982,11,1982-06-17,"1ra Ronda, Grupo E",Yugoslavia,Irlanda del Norte,0,0,,,,
1982,12,1982-06-17,"1ra Ronda, Grupo B",Chile,Austria,0,1,,,,
1982,13,1982-06-18,"1ra Ronda, Grupo C",Argentina,Hungría,4,1,,,,
1982,14,1982-06-18,"1ra Ronda, Grupo A",Italia,Perú,1,1,,,,
1982,15,1982-06-18,"1ra Ronda, Grupo F",Brasil,Escocia,4,1,,,,
1982,16,1982-06-19,"1ra Ronda, Grupo A",Polonia,Camerún,0,0,,,,
1982,17,1982-06-19,"1ra Ronda, Grupo C",Bélgica,El Salvador,1,0,,,,
1982,18,1982-06-19,"1ra Ronda, Grupo F",URSS,Nueva Zelanda,3,0,,,,
1982,19,1982-06-20,"1ra Ronda, Grupo E",España,Yugoslavia,2,1,,,,
1982,20,1982-06-20,"1ra Ronda, Grupo D",Inglaterra,Checoslovaquia,2,0,,,,
1982,21,1982-06-20,"1ra Ronda, Grupo B",Alemania Occidental,Chile,4,1,,,,
