apellido,nombre,nombre_completo,seleccion,fecha_nacimiento,posicion,url_ficha
,Roberto,Roberto,Brasil,31 de julio de 1944,Delantero,https://www.losmundialesdefutbol.com/jugadores/roberto_2.php
,Roberto,Roberto,Brasil,20 de junio de 1912,Delantero,https://www.losmundialesdefutbol.com/jugadores/roberto_3.php
,Roberto Carlos da Silva Rocha,Roberto Carlos da Silva Rocha,Brasil,10 de abril de 1973,Defensor,https://www.losmundialesdefutbol.com/jugadores/roberto_carlos.php
,Roberto Dinamite,Roberto Dinamite,Brasil,13 de abril de 1954,Delantero,https://www.losmundialesdefutbol.com/jugadores/roberto_dinamite.php
,Roberto Firmino Barbosa de Oliveira,Roberto Firmino Barbosa de Oliveira,Brasil,2 de octubre de 1991,Delantero,https://www.losmundialesdefutbol.com/jugadores/roberto_firmino.php
Roberts,Connor,"Roberts, Connor",Gales,23 de septiembre de 1995,Defensor,https://www.losmundialesdefutbol.com/jugadores/connor_roberts.php
Robertson,Archie,"Robertson, Archie",Escocia,15 de septiembre de 1929,Delantero,https://www.losmundialesdefutbol.com/jugadores/archie_robertson.php
Robertson,John,"Robertson, John",Escocia,20 de enero de 1953,Delantero,https://www.losmundialesdefutbol.com/jugadores/john_robertson.php
,Robinho,Robinho,Brasil,25 de enero de 1984,Delantero,https://www.losmundialesdefutbol.com/jugadores/robinho.php
Robinson,Antonee,"Robinson, Antonee",Estados Unidos,8 de agosto de 1997,Defensor,https://www.losmundialesdefutbol.com/jugadores/antonee_robinson.php
Robinson,Paul,"Robinson, Paul",Inglaterra,15 de octubre de 1979,Arquero,https://www.losmundialesdefutbol.com/jugadores/paul_robinson.php
Robledo,Jorge,"Robledo, Jorge",Chile,14 de abril de 1926,Delantero,https://www.losmundialesdefutbol.com/jugadores/jorge_robledo.php
Robotti,Enzo,"Robotti, Enzo",Italia,15 de junio de 1935,Defensor,https://www.losmundialesdefutbol.com/jugadores/enzo_robotti.php
Robson,Bobby,"Robson, Bobby",Inglaterra,18 de febrero de 1933,Delantero,https://www.losmundialesdefutbol.com/jugadores/bobby_robson.php
Robson,Bryan,"Robson, Bryan",Inglaterra,11 de enero de 1957,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/bryan_robson.php
Robuschi,Laurent,"Robuschi, Laurent",Francia,5 de octubre de 1935,Delantero,https://www.losmundialesdefutbol.com/jugadores/laurent_robuschi.php
Roca,Jose,"Roca, Jose",MÃ©xico,24 de mayo de 1928,Defensor,https://www.losmundialesdefutbol.com/jugadores/jose_roca.php
Rocha,Pedro,"Rocha, Pedro",Uruguay,3 de diciembre de 1942,"Delantero, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/pedro_rocha.php
Rochet,Sergio,"Rochet, Sergio",Uruguay,23 de marzo de 1993,Arquero,https://www.losmundialesdefutbol.com/jugadores/sergio_rochet.php
Rocheteau,Dominique,"Rocheteau, Dominique",Francia,14 de enero de 1955,Delantero,https://www.losmundialesdefutbol.com/jugadores/dominique_rocheteau.php
Rodax,Gerhard,"Rodax, Gerhard",Austria,29 de agosto de 1965,Delantero,https://www.losmundialesdefutbol.com/jugadores/gerhard_rodax.php
RodiÄ‡,Milan,Milan RodiÄ‡,Serbia,2 de abril de 1991,Defensor,https://www.losmundialesdefutbol.com/jugadores/milan_rodic.php
Rodionov,Sergei,"Rodionov, Sergei",URSS,3 de septiembre de 1962,Delantero,https://www.losmundialesdefutbol.com/jugadores/sergei_rodionov.php
Rodon,Joe,"Rodon, Joe",Gales,22 de octubre de 1997,Defensor,https://www.losmundialesdefutbol.com/jugadores/joe_rodon.php
,Rodri,Rodri,EspaÃ±a,8 de marzo de 1934,Defensor,https://www.losmundialesdefutbol.com/jugadores/rodri.php
,Rodrigo HernÃ¡ndez Cascante,Rodrigo HernÃ¡ndez Cascante,EspaÃ±a,22 de junio de 1996,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/rodri_hernandez.php
,Rodrigues Neto,Rodrigues Neto,Brasil,6 de diciembre de 1949,Defensor,https://www.losmundialesdefutbol.com/jugadores/rodrigues_neto.php
RodrÃ­guez,Alberto,Alberto Junior RodrÃ­guez Valdelomar,PerÃº,31 de marzo de 1984,Defensor,https://www.losmundialesdefutbol.com/jugadores/alberto_junior_rodriguez.php
Rodriguez,Alberto,"Rodriguez, Alberto",MÃ©xico,1 de abril de 1974,Defensor,https://www.losmundialesdefutbol.com/jugadores/alberto_rodriguez.php
RodrÃ­guez,Ãlex,Ãlex RaÃºl RodrÃ­guez Ledezma,PanamÃ¡,5 de agosto de 1990,Arquero,https://www.losmundialesdefutbol.com/jugadores/alex_rodriguez.php
RodrÃ­guez,Carlos,"RodrÃ­guez, Carlos",MÃ©xico,3 de enero de 1997,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/carlos_rodriguez.php
Rodriguez,Clemente,"Rodriguez, Clemente",Argentina,31 de julio de 1981,Defensor,https://www.losmundialesdefutbol.com/jugadores/clemente_rodriguez.php
RodrÃ­guez,Cristian,Cristian Gabriel RodrÃ­guez Barotti,Uruguay,30 de septiembre de 1985,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/cristian_rodriguez.php
Rodriguez,Dario,"Rodriguez, Dario",Uruguay,17 de septiembre de 1974,Defensor,https://www.losmundialesdefutbol.com/jugadores/dario_rodriguez.php
Rodriguez,Francisco,"Rodriguez, Francisco",MÃ©xico,20 de octubre de 1981,Defensor,https://www.losmundialesdefutbol.com/jugadores/francisco_rodriguez.php
Rodriguez,Guido,Guido RodrÃ­guez,Argentina,12 de abril de 1994,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/guido_rodriguez.php
Rodriguez,Hugo,"Rodriguez, Hugo",MÃ©xico,14 de marzo de 1959,Delantero,https://www.losmundialesdefutbol.com/jugadores/hugo_rodriguez.php
Rodriguez,Ignacio,"Rodriguez, Ignacio",MÃ©xico,12 de junio de 1956,Arquero,https://www.losmundialesdefutbol.com/jugadores/ignacio_rodriguez.php
Rodriguez,Jaime,"Rodriguez, Jaime",El Salvador,17 de enero de 1959,Defensor,https://www.losmundialesdefutbol.com/jugadores/jaime_rodriguez.php
RodrÃ­guez,James,James David RodrÃ­guez Rubio,Colombia,12 de julio de 1991,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/james_rodriguez.php
Rodriguez,Joahan,"Rodriguez, Joahan",MÃ©xico,15 de agosto de 1975,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/joahan_rodriguez.php
Rodriguez,Jorge,"Rodriguez, Jorge",MÃ©xico,18 de abril de 1968,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jorge_rodriguez.php
Rodriguez,Jose,"Rodriguez, Jose",Cuba,,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jose_rodriguez.php
RodrÃ­guez,JosÃ© Luis,JosÃ© Luis RodrÃ­guez Francis,PanamÃ¡,19 de junio de 1998,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jose_luis_rodriguez.php
RodrÃ­guez,JosÃ© Luis,"RodrÃ­guez, JosÃ© Luis",Uruguay,14 de marzo de 1997,Defensor,https://www.losmundialesdefutbol.com/jugadores/jose_luis_rodriguez_2.php
Rodriguez,Juan,"Rodriguez, Juan",Chile,16 de enero de 1944,Defensor,https://www.losmundialesdefutbol.com/jugadores/juan_rodriguez.php
Rodriguez,Juan Jose,"Rodriguez, Juan Jose",Costa Rica,23 de junio de 1967,Defensor,https://www.losmundialesdefutbol.com/jugadores/juan_jose_rodriguez.php
RodrÃ­guez,Kevin,"RodrÃ­guez, Kevin",Ecuador,4 de marzo de 2000,Delantero,https://www.losmundialesdefutbol.com/jugadores/kevin_rodriguez.php
Rodriguez,Leonardo,"Rodriguez, Leonardo",Argentina,27 de agosto de 1966,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/leonardo_rodriguez.php
Rodriguez,Manuel,"Rodriguez, Manuel",Chile,18 de enero de 1938,Defensor,https://www.losmundialesdefutbol.com/jugadores/manuel_rodriguez.php
Rodriguez,Mauricio,"Rodriguez, Mauricio",El Salvador,12 de septiembre de 1945,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/mauricio_rodriguez.php
Rodriguez,Maxi,"Rodriguez, Maxi",Argentina,2 de enero de 1981,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/maxi_rodriguez.php
Rodriguez,Michael,"Rodriguez, Michael",Costa Rica,30 de diciembre de 1981,Defensor,https://www.losmundialesdefutbol.com/jugadores/michael_rodriguez.php
Rodriguez,Raimundo,"Rodriguez, Raimundo",MÃ©xico,15 de abril de 1905,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/raimundo_rodriguez.php
Rodriguez,Ricardo,Ricardo IvÃ¡n RodrÃ­guez Araya,Suiza,25 de agosto de 1992,Defensor,https://www.losmundialesdefutbol.com/jugadores/ricardo_rodriguez.php
Rodriguez,Rodolfo,"Rodriguez, Rodolfo",Uruguay,20 de enero de 1956,Arquero,https://www.losmundialesdefutbol.com/jugadores/rodolf_rodriguez.php
Rodriguez Andrade,Victor,"Rodriguez Andrade, Victor",Uruguay,14 de febrero de 1927,"Defensor, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/victor_rodriguez_andrade.php
,Rodrygo Silva de Goes,Rodrygo Silva de Goes,Brasil,9 de enero de 2001,Delantero,https://www.losmundialesdefutbol.com/jugadores/rodrygo.php
Roesch,Peter,"Roesch, Peter",Suiza,14 de septiembre de 1930,Defensor,https://www.losmundialesdefutbol.com/jugadores/peter_roesch.php
,Rogerio Ceni,Rogerio Ceni,Brasil,22 de enero de 1973,Arquero,https://www.losmundialesdefutbol.com/jugadores/rogerio_ceni.php
Rogic,Tom,Tomas Petar Rogic,Australia,16 de noviembre de 1992,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/tom_rogic.php
RohdÃ©n,Marcus,Marcus Christer RohdÃ©n,Suecia,11 de mayo de 1991,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/marcus_rohden.php
Rojas,Alfredo,"Rojas, Alfredo",Argentina,20 de febrero de 1937,Delantero,https://www.losmundialesdefutbol.com/jugadores/alfredo_rojas.php
Rojas,Aristides,"Rojas, Aristides",Paraguay,12 de agosto de 1968,Delantero,https://www.losmundialesdefutbol.com/jugadores/aristides_rojas.php
Rojas,Carlos,"Rojas, Carlos",Chile,1 de enero de 1928,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/carlos_rojas.php
Rojas,Dario,"Rojas, Dario",Bolivia,20 de enero de 1960,Arquero,https://www.losmundialesdefutbol.com/jugadores/dario_rojas.php
Rojas,Eladio,"Rojas, Eladio",Chile,8 de noviembre de 1934,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/eladio_rojas.php
Rojas,Francisco,"Rojas, Francisco",Chile,22 de julio de 1974,Defensor,https://www.losmundialesdefutbol.com/jugadores/francisco_rojas.php
Rojas,Joao,"Rojas, Joao",Ecuador,14 de junio de 1989,Delantero,https://www.losmundialesdefutbol.com/jugadores/joao_rojas.php
Rojas,JosÃ©,"Rojas, JosÃ©",Chile,23 de junio de 1983,Defensor,https://www.losmundialesdefutbol.com/jugadores/jose_rojas.php
Rojas,Manuel,"Rojas, Manuel",Chile,13 de junio de 1954,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/manuel_rojas.php
Rojas,Oscar,"Rojas, Oscar",Chile,15 de noviembre de 1958,Defensor,https://www.losmundialesdefutbol.com/jugadores/oscar_rojas.php
Rojas,Percy,"Rojas, Percy",PerÃº,16 de septiembre de 1949,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/percy_rojas.php
Rojas,Ricardo,"Rojas, Ricardo",Paraguay,26 de enero de 1971,Defensor,https://www.losmundialesdefutbol.com/jugadores/ricardo_rojas.php
Rojas,Roberto,"Rojas, Roberto",PerÃº,26 de octubre de 1955,Defensor,https://www.losmundialesdefutbol.com/jugadores/roberto_rojas.php
Rojo,Marcos,Faustino Marcos Alberto Rojo,Argentina,20 de marzo de 1990,Defensor,https://www.losmundialesdefutbol.com/jugadores/marcos_rojo.php
Rokki,Rachid,"Rokki, Rachid",Marruecos,8 de noviembre de 1974,Delantero,https://www.losmundialesdefutbol.com/jugadores/rachid_rokki.php
,Rolando,Rolando,Portugal,31 de agosto de 1985,Defensor,https://www.losmundialesdefutbol.com/jugadores/rolando.php
Roldan,Cristian,"Roldan, Cristian",Estados Unidos,3 de junio de 1995,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/cristian_roldan.php
Roldan,Fernando,"Roldan, Fernando",Chile,1 de enero de 1921,Defensor,https://www.losmundialesdefutbol.com/jugadores/fernando_roldan.php
Rolff,Wolfgang,"Rolff, Wolfgang",Alemania Occidental,26 de diciembre de 1959,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/wolfgang_rolff.php
Roma,Antonio,"Roma, Antonio",Argentina,13 de julio de 1932,Arquero,https://www.losmundialesdefutbol.com/jugadores/antonio_roma.php
Romano,Moshe,"Romano, Moshe",Israel,6 de mayo de 1946,Delantero,https://www.losmundialesdefutbol.com/jugadores/moshe_romano.php
Romantsev,Oleg,"Romantsev, Oleg",URSS,4 de enero de 1954,Defensor,https://www.losmundialesdefutbol.com/jugadores/oleg_romantsev.php
Romao,Alaixys,"Romao, Alaixys",Togo,18 de enero de 1984,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/alaixys_romao.php
,Romaric,Romaric,Costa de Marfil,4 de junio de 1983,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/romaric.php
,Romario,Romario,Brasil,29 de enero de 1966,Delantero,https://www.losmundialesdefutbol.com/jugadores/romario.php
Romero,Carlos,"Romero, Carlos",Uruguay,7 de septiembre de 1927,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/carlos_romero.php
Romero,Cristian,Cristian Gabriel Romero,Argentina,27 de abril de 1998,Defensor,https://www.losmundialesdefutbol.com/jugadores/cristian_romero.php
Romero,Enrique,"Romero, Enrique",EspaÃ±a,23 de junio de 1971,Defensor,https://www.losmundialesdefutbol.com/jugadores/enrique_romero.php
Romero,Gerardo,"Romero, Gerardo",Paraguay,01 de enero de 1906,Delantero,https://www.losmundialesdefutbol.com/jugadores/gerardo_romero.php
Romero,Jorge,"Romero, Jorge",Paraguay,23 de septiembre de 1937,Delantero,https://www.losmundialesdefutbol.com/jugadores/jorge_romero.php
Romero,Julio Cesar,"Romero, Julio Cesar",Paraguay,28 de agosto de 1960,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/julio_cesar_romero.php
Romero,Marcelo,"Romero, Marcelo",Uruguay,4 de julio de 1976,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/marcelo_romero.php
Romero,Pedro,"Romero, Pedro",MÃ©xico,12 de abril de 1937,Defensor,https://www.losmundialesdefutbol.com/jugadores/pedro_romero.php
Romero,Sergio,"Romero, Sergio",Argentina,22 de febrero de 1987,Arquero,https://www.losmundialesdefutbol.com/jugadores/sergio_romero.php
,Romeu,Romeu,Brasil,26 de marzo de 1911,Delantero,https://www.losmundialesdefutbol.com/jugadores/romeu.php
Rommedahl,Dennis,"Rommedahl, Dennis",Dinamarca,22 de julio de 1978,Delantero,https://www.losmundialesdefutbol.com/jugadores/dennis_rommedahl.php
Romo,Jorge,"Romo, Jorge",MÃ©xico,20 de abril de 1923,Defensor,https://www.losmundialesdefutbol.com/jugadores/jorge_romo.php
Romo,Luis,"Romo, Luis",MÃ©xico,5 de junio de 1995,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/luis_romo.php
,Ronaldao,Ronaldao,Brasil,19 de junio de 1965,Defensor,https://www.losmundialesdefutbol.com/jugadores/ronaldao.php
,Ronaldo de Assis Moreira,Ronaldo de Assis Moreira,Brasil,21 de marzo de 1980,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ronaldinho.php
,Ronaldo LuÃ­s NazÃ¡rio de Lima,Ronaldo LuÃ­s NazÃ¡rio de Lima,Brasil,22 de septiembre de 1976,Delantero,https://www.losmundialesdefutbol.com/jugadores/ronaldo.php
dos Santos Aveiro,Cristiano Ronaldo,"Ronaldo, Cristiano",Portugal,5 de febrero de 1985,Delantero,https://www.losmundialesdefutbol.com/jugadores/cristiano_ronaldo.php
Ronnow,Frederik,Frederik Riis RÃ¸nnow,Dinamarca,4 de agosto de 1992,Arquero,https://www.losmundialesdefutbol.com/jugadores/frederik_ronnow.php
Rooney,Jimmy,"Rooney, Jimmy",Australia,10 de octubre de 1945,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jimmy_rooney.php
Rooney,Wayne,Wayne Mark Rooney,Inglaterra,24 de octubre de 1985,Delantero,https://www.losmundialesdefutbol.com/jugadores/wayne_rooney.php
,Roque Junior,Roque Junior,Brasil,31 de agosto de 1976,Defensor,https://www.losmundialesdefutbol.com/jugadores/roque_junior.php
Rosas,Felipe,"Rosas, Felipe",MÃ©xico,5 de febrero de 1910,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/felipe_rosas.php
Rosas,Manuel,"Rosas, Manuel",MÃ©xico,17 de abril de 1912,Defensor,https://www.losmundialesdefutbol.com/jugadores/manuel_rosas.php
Rosato,Roberto,"Rosato, Roberto",Italia,18 de agosto de 1943,Defensor,https://www.losmundialesdefutbol.com/jugadores/roberto_rosato.php
Rose,Danny,Daniel Lee Rose,Inglaterra,2 de julio de 1990,Defensor,https://www.losmundialesdefutbol.com/jugadores/danny_rose.php
Rosen,Nils,"Rosen, Nils",Suecia,22 de mayo de 1902,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/nils_rosen.php
Rosen,Zvi,"Rosen, Zvi",Israel,23 de junio de 1947,Defensor,https://www.losmundialesdefutbol.com/jugadores/zvi_rosen.php
Rosenberg,Markus,"Rosenberg, Markus",Suecia,27 de septiembre de 1982,Delantero,https://www.losmundialesdefutbol.com/jugadores/markus_rosenberg.php
,Rosendo Hernandez,Rosendo Hernandez,EspaÃ±a,1 de marzo de 1921,Delantero,https://www.losmundialesdefutbol.com/jugadores/rosendo_hernandez.php
Rosenthal,Shmuel,"Rosenthal, Shmuel",Israel,22 de abril de 1947,Defensor,https://www.losmundialesdefutbol.com/jugadores/shmuel_rosenthal.php
Rosetta,Virginio,"Rosetta, Virginio",Italia,25 de febrero de 1902,Defensor,https://www.losmundialesdefutbol.com/jugadores/virginio_rosetta.php
Rosicky,Tomas,"Rosicky, Tomas",RepÃºblica Checa,4 de octubre de 1980,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/tomas_rosicky.php
Rossi,Nestor,"Rossi, Nestor",Argentina,10 de mayo de 1925,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/nestor_rossi.php
Rossi,Oscar,"Rossi, Oscar",Argentina,27 de julio de 1930,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/oscar_rossi.php
Rossi,Paolo,"Rossi, Paolo",Italia,23 de septiembre de 1956,Delantero,https://www.losmundialesdefutbol.com/jugadores/paolo_rossi.php
Rossi,Youssef,"Rossi, Youssef",Marruecos,28 de junio de 1973,Defensor,https://www.losmundialesdefutbol.com/jugadores/youssef_rossi.php
Rotan,Ruslan,"Rotan, Ruslan",Ucrania,29 de octubre de 1981,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ruslan_rotan.php
Rotariu,Iosif,"Rotariu, Iosif",Rumania,27 de septiembre de 1962,Defensor,https://www.losmundialesdefutbol.com/jugadores/iosif_rotariu.php
Roth,Antal,"Roth, Antal",HungrÃ­a,14 de septiembre de 1960,Defensor,https://www.losmundialesdefutbol.com/jugadores/antal_roth.php
Roudbarian,Hassan,"Roudbarian, Hassan",IrÃ¡n,6 de julio de 1978,Arquero,https://www.losmundialesdefutbol.com/jugadores/hassan_roudbarian.php
Rough,Alan,"Rough, Alan",Escocia,25 de noviembre de 1951,Arquero,https://www.losmundialesdefutbol.com/jugadores/alan_rough.php
Rouyer,Olivier,"Rouyer, Olivier",Francia,1 de diciembre de 1955,Delantero,https://www.losmundialesdefutbol.com/jugadores/olivier_rouyer.php
Rowles,Kye,Kye Francis Rowles,Australia,24 de junio de 1998,Defensor,https://www.losmundialesdefutbol.com/jugadores/kye_rowles.php
Rowshan,Hassan,"Rowshan, Hassan",IrÃ¡n,2 de junio de 1955,Delantero,https://www.losmundialesdefutbol.com/jugadores/hassan_rowshan.php
Roy,Bryan,"Roy, Bryan",Paises Bajos,12 de febrero de 1970,Delantero,https://www.losmundialesdefutbol.com/jugadores/bryan_roy.php
Rozehnal,David,"Rozehnal, David",RepÃºblica Checa,5 de julio de 1980,Defensor,https://www.losmundialesdefutbol.com/jugadores/david_rozehnal.php
Rua,Francisco,"Rua, Francisco",Argentina,4 de febrero de 1911,Delantero,https://www.losmundialesdefutbol.com/jugadores/francisco_rua.php
,Ruben Cano,Ruben Cano,EspaÃ±a,5 de febrero de 1951,Delantero,https://www.losmundialesdefutbol.com/jugadores/ruben_cano.php
,Rubens,Rubens,Brasil,24 de noviembre de 1928,Delantero,https://www.losmundialesdefutbol.com/jugadores/rubens.php
Rubinos,Luis,"Rubinos, Luis",PerÃº,31 de diciembre de 1940,Arquero,https://www.losmundialesdefutbol.com/jugadores/luis_rubinos.php
Rudic,Ivo,"Rudic, Ivo",Australia,24 de enero de 1942,Defensor,https://www.losmundialesdefutbol.com/jugadores/ivo_rudic.php
RÃ¼diger,Antonio,Antonio RÃ¼diger,Alemania,3 de marzo de 1993,Defensor,https://www.losmundialesdefutbol.com/jugadores/antonio_rudiger.php
Rudonja,Mladen,"Rudonja, Mladen",Eslovenia,26 de julio de 1971,Delantero,https://www.losmundialesdefutbol.com/jugadores/mladen_rudonja.php
Rudy,Sebastian,Sebastian Rudy,Alemania,28 de febrero de 1990,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/sebastian_rudy.php
Rudy,Wojciech,"Rudy, Wojciech",Polonia,24 de octubre de 1952,Defensor,https://www.losmundialesdefutbol.com/jugadores/wojciech_rudy.php
Rueda,Martin,"Rueda, Martin",Suiza,9 de enero de 1963,Defensor,https://www.losmundialesdefutbol.com/jugadores/martin_rueda.php
Ruessmann,Rolf,"Ruessmann, Rolf",Alemania Occidental,13 de octubre de 1950,Defensor,https://www.losmundialesdefutbol.com/jugadores/rolf_ruessmann.php
Rufai,Peter,"Rufai, Peter",Nigeria,24 de agosto de 1963,Arquero,https://www.losmundialesdefutbol.com/jugadores/peter_rufai.php
Rufer,Wynton,"Rufer, Wynton",Nueva Zelanda,29 de diciembre de 1962,Delantero,https://www.losmundialesdefutbol.com/jugadores/wynton_rufer.php
Ruffier,StÃ©phane,"Ruffier, StÃ©phane",Francia,27 de septiembre de 1986,Arquero,https://www.losmundialesdefutbol.com/jugadores/stephane_ruffier.php
Rugamas,Jose,"Rugamas, Jose",El Salvador,5 de junio de 1953,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/jose_rugamas.php
Ruggeri,Oscar,"Ruggeri, Oscar",Argentina,26 de enero de 1962,Defensor,https://www.losmundialesdefutbol.com/jugadores/oscar_ruggeri.php
,Rui Aguas,Rui Aguas,Portugal,28 de abril de 1960,Delantero,https://www.losmundialesdefutbol.com/jugadores/rui_aguas.php
,Rui Costa,Rui Costa,Portugal,29 de marzo de 1972,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/rui_costa.php
,Rui Jorge,Rui Jorge,Portugal,27 de marzo de 1973,Defensor,https://www.losmundialesdefutbol.com/jugadores/rui_jorge.php
,Rui Marques,Rui Marques,Angola,3 de septiembre de 1977,Defensor,https://www.losmundialesdefutbol.com/jugadores/rui_marques.php
RuidÃ­az,RaÃºl,RaÃºl Mario RuidÃ­az Misitich,PerÃº,25 de julio de 1990,Delantero,https://www.losmundialesdefutbol.com/jugadores/raul_ruidiaz.php
Ruiz,Bryan,Bryan Jafet Ruiz GonzÃ¡lez,Costa Rica,18 de agosto de 1985,Delantero,https://www.losmundialesdefutbol.com/jugadores/bryan_ruiz.php
Ruiz,Jose,"Ruiz, Jose",MÃ©xico,1 de enero de 1904,Delantero,https://www.losmundialesdefutbol.com/jugadores/jose_ruiz.php
Ruiz,Rodrigo,"Ruiz, Rodrigo",MÃ©xico,14 de abril de 1923,Defensor,https://www.losmundialesdefutbol.com/jugadores/rodrigo_ruiz.php
Ruiz Diaz,Ruben,"Ruiz Diaz, Ruben",Paraguay,11 de noviembre de 1969,Arquero,https://www.losmundialesdefutbol.com/jugadores/ruben_ruiz_diaz.php
Rukavina,Antonio,Antonio Rukavina,Serbia,26 de enero de 1984,Defensor,https://www.losmundialesdefutbol.com/jugadores/antonio_rukavina.php
Rukavytsya,Nikita,Nikita Vadymovych Rukavytsya,Australia,22 de junio de 1987,Delantero,https://www.losmundialesdefutbol.com/jugadores/nikita_rukavytsya.php
Rulc,Oldrich,"Rulc, Oldrich",Checoslovaquia,28 de marzo de 1911,Delantero,https://www.losmundialesdefutbol.com/jugadores/oldrich_rulc.php
Rulli,Geronimo,GerÃ³nimo Rulli,Argentina,20 de mayo de 1992,Arquero,https://www.losmundialesdefutbol.com/jugadores/geronimo_rulli.php
Ruminski,Cesar,"Ruminski, Cesar",Francia,13 de junio de 1924,Arquero,https://www.losmundialesdefutbol.com/jugadores/cesar_ruminski.php
Rummenigge,Karl-Heinz,"Rummenigge, Karl-Heinz",Alemania Occidental,25 de septiembre de 1955,Delantero,https://www.losmundialesdefutbol.com/jugadores/karl_heinz_rummenigge.php
Runarsson,Runar Alex,RÃºnar Alex RÃºnarsson,Islandia,18 de febrero de 1995,Arquero,https://www.losmundialesdefutbol.com/jugadores/runar_alex_runarsson.php
Rupf,Eugen,"Rupf, Eugen",Suiza,,Delantero,https://www.losmundialesdefutbol.com/jugadores/eugen_rupf.php
Rushfeldt,Sigurd,"Rushfeldt, Sigurd",Noruega,11 de diciembre de 1972,Delantero,https://www.losmundialesdefutbol.com/jugadores/sigurd_rushfeldt.php
Rusol,Andriy,"Rusol, Andriy",Ucrania,16 de enero de 1983,Defensor,https://www.losmundialesdefutbol.com/jugadores/andriy_rusol.php
Russ,Kurt,"Russ, Kurt",Austria,23 de noviembre de 1964,Defensor,https://www.losmundialesdefutbol.com/jugadores/kurt_russ.php
,Russinho,Russinho,Brasil,18 de diciembre de 1902,Delantero,https://www.losmundialesdefutbol.com/jugadores/russinho.php
Rust,Albert,"Rust, Albert",Francia,10 de octubre de 1953,Arquero,https://www.losmundialesdefutbol.com/jugadores/albert_rust.php
Rutjes,Graeme,"Rutjes, Graeme",Paises Bajos,26 de marzo de 1960,Defensor,https://www.losmundialesdefutbol.com/jugadores/graeme_rutjes.php
Ruvalcaba,Felipe,"Ruvalcaba, Felipe",MÃ©xico,16 de febrero de 1941,"Delantero, Mediocampista",https://www.losmundialesdefutbol.com/jugadores/felipe_ruvalcaba.php
,Ruy,Ruy,Brasil,2 de febrero de 1922,Mediocampista,https://www.losmundialesdefutbol.com/jugadores/ruy.php
Ryan,Francis,"Ryan, Francis",Estados Unidos,10 de enero de 1908,Delantero,https://www.losmundialesdefutbol.com/jugadores/francis_ryan.php
Ryan,Mathew,Mathew David Ryan,Australia,8 de abril de 1992,Arquero,https://www.losmundialesdefutbol.com/jugadores/mathew_ryan.php
Rybus,Maciej,Maciej Rybus,Polonia,19 de agosto de 1989,Defensor,https://www.losmundialesdefutbol.com/jugadores/maciej_rybus.php
Rydberg,Anders,"Rydberg, Anders",Suecia,3 de marzo de 1903,Arquero,https://www.losmundialesdefutbol.com/jugadores/anders_rydberg.php
Rydell,Ingvar,"Rydell, Ingvar",Suecia,7 de mayo de 1922,Delantero,https://www.losmundialesdefutbol.com/jugadores/ingvar_rydell.php
Ryoo,Chang Kil,"Ryoo, Chang Kil",Corea del Norte,5 de noviembre de 1940,Delantero,https://www.losmundialesdefutbol.com/jugadores/chang_kil_ryoo.php
